Player Name,Player Code,Tournament,Outcome,Zone,X,Y,api_id
Ante Budimir,37318,LaLiga,goal,low-right,64.52,70.5,26125
Ante Budimir,37318,LaLiga,goal,low-left,35.48,95.83,26126
Ante Budimir,37318,LaLiga,goal,low-centre,58.06,95.83,26127
Ante Budimir,37318,LaLiga 2,goal,low-right,60.22,70.5,6047401
Ante Budimir,37318,Serie B,goal,low-centre,51.61,92.67,6047402
Ante Budimir,37318,Serie B,goal,low-left,36.02,99.0,6047403
Ante Budimir,37318,Serie B,goal,low-right,69.35,88.17,6047404
Ante Budimir,37318,Serie B,save,low-centre,42.47,81.83,6047405
Bruno Petković,309306,"Euro, Group B",save,low-left,29.57,81.0,6062911
Bruno Petković,309306,HNL,goal,low-left,27.96,94.67,6056053
Bruno Petković,309306,"UEFA Europa Conference League, Knockout stage",goal,low-left,27.42,71.5,6055247
Bruno Petković,309306,"UEFA Europa Conference League, Group C",goal,low-left,32.26,74.67,4703010
Bruno Petković,309306,"UEFA Europa Conference League, Group C",goal,low-right,69.89,76.83,1780298
Bruno Petković,309306,"UEFA Europa Conference League, Group C",goal,high-left,34.41,49.33,1780299
Bruno Petković,309306,HNL,goal,low-left,37.63,77.83,1211256
Bruno Petković,309306,HNL,goal,low-right,64.52,73.67,1211255
Bruno Petković,309306,HNL,goal,low-right,71.51,72.5,1013248
Bruno Petković,309306,HNL,save,low-right,68.82,96.83,47384
Bruno Petković,309306,"UEFA Nations League, Finals",save,low-left,37.63,75.67,46311
Bruno Petković,309306,HNL,save,low-left,31.72,86.33,45257
Bruno Petković,309306,HNL,goal,low-centre,58.6,96.83,20621
Bruno Petković,309306,HNL,goal,low-left,30.65,70.5,20622
Bruno Petković,309306,HNL,goal,high-left,32.26,49.33,20623
Bruno Petković,309306,HNL,goal,low-left,29.03,95.83,20624
Bruno Petković,309306,"UEFA Champions League, Qualification",goal,high-centre,48.39,64.17,20625
Bruno Petković,309306,Super Cup,goal,high-right,69.35,55.67,20626
Bruno Petković,309306,HNL,save,low-right,70.43,90.5,20627
Bruno Petković,309306,HNL,goal,low-right,71.51,89.5,20628
Bruno Petković,309306,HNL,goal,low-right,67.2,92.67,20629
Bruno Petković,309306,HNL,goal,low-right,73.12,89.5,20630
Bruno Petković,309306,"UEFA Europa League, Group H",goal,low-left,32.26,97.83,20631
Bruno Petković,309306,"UEFA Europa League, Group H",goal,low-right,62.37,99.0,20632
Bruno Petković,309306,HNL,goal,low-right,69.35,99.0,20633
Bruno Petković,309306,HNL,goal,low-right,74.73,93.67,20634
Bruno Petković,309306,HNL,goal,low-left,29.03,75.67,20635
Bruno Petković,309306,HNL,save,low-left,27.96,97.83,20636
Bruno Petković,309306,HNL,goal,low-left,30.65,95.83,20637
Bruno Petković,309306,"UEFA Europa League, Group K",goal,low-left,39.25,97.83,20638
Bruno Petković,309306,HNL,goal,low-left,38.17,89.5,20639
Bruno Petković,309306,"UEFA Champions League, Qualification",goal,low-centre,51.61,67.17,20640
Bruno Petković,309306,HNL,goal,high-left,32.26,45.17,20641
Bruno Petković,309306,"UEFA Champions League, Qualification",goal,high-left,38.17,62.0,6043918
Bruno Petković,309306,"UEFA Champions League, Qualification",miss,close-high,50.54,4.33,6043919
Bruno Petković,309306,"UEFA Champions League, Qualification",goal,low-centre,51.08,72.0,6043920
Bruno Petković,309306,"UEFA Europa League, Knockout stage",goal,low-centre,44.62,77.83,6043921
Bruno Petković,309306,Serie B,goal,low-right,72.58,99.33,6043922
Bruno Petković,309306,Serie B,save,high-right,70.97,59.33,6043923
Luka Ivanušec,822462,Super Cup,goal,low-left,26.34,94.67,20610
Borna Sosa,357584,,Not Available,,,,
Marko Pjaca,190435,HNL,goal,high-left,34.41,45.17,6061809
Marko Pjaca,190435,HNL,miss,close-high-right,90.32,0.5,6042153
Marko Pjaca,190435,HNL,save,low-right,69.35,72.5,5620248
Marko Pjaca,190435,HNL,goal,low-left,32.26,71.5,5620249
Marko Pjaca,190435,"UEFA Champions League, Qualification",goal,high-centre,55.38,48.17,6043872
Marko Pjaca,190435,"UEFA Champions League, Qualification",goal,low-left,37.63,93.67,6043873
Domagoj Vida,51225,Super Kupa,goal,low-right,73.12,97.83,29904
Domagoj Vida,51225,"World Cup, Knockout stage",goal,high-left,29.03,66.17,6050012
Josip Juranović,791642,Bundesliga,save,low-right,66.67,80.0,6062678
Josip Juranović,791642,Bundesliga,goal,low-centre,46.77,76.83,40537
Josip Juranović,791642,"UEFA Champions League, Group F",save,low-left,30.65,68.33,21723
Josip Juranović,791642,Premiership,goal,low-right,68.28,94.67,808
Josip Juranović,791642,Premiership,goal,low-right,71.51,93.67,809
Josip Juranović,791642,"UEFA Europa League, Group G",goal,high-centre,53.23,41.0,810
Josip Juranović,791642,Premiership,goal,low-right,70.97,87.33,811
Josip Juranović,791642,"UEFA Europa League, Group G",goal,low-left,31.18,67.33,812
Ivica Ivušić,190417,,Not Available,,,,
Marco Pašalić,1066802,,Not Available,,,,
Luka Sučić,949156,"Bundesliga, Championship Round",goal,low-right,71.51,97.83,6062679
Luka Sučić,949156,"UEFA Champions League, Group G",post,right,79.57,88.33,22093
Luka Sučić,949156,"UEFA Champions League, Group G",goal,low-left,38.71,75.67,22094
Luka Sučić,949156,2. Liga,goal,low-right,70.43,90.5,22095
Martin Baturina,1090019,HNL,goal,low-left,39.78,83.17,6057885
Gianluigi Donnarumma,824509,,Not Available,,,,
Giovanni Di Lorenzo,153257,,Not Available,,,,
Federico Dimarco,284361,Serie A,post,high,36.02,35.67,5384
Alessandro Buongiorno,870263,,Not Available,,,,
Riccardo Calafiori,957602,Coppa Italia,goal,low-left,35.48,89.5,5227739
Riccardo Calafiori,957602,"UEFA Europa Conference League, Knockout stage",goal,low-left,37.63,97.83,40886
Federico Gatti,1128063,Coppa Italia,miss,close-high,48.39,2.83,17899
Davide Frattesi,835600,,Not Available,,,,
Jorginho,132874,"UEFA Champions League, Group B",goal,low-right,69.35,95.83,4192335
Jorginho,132874,"European Championship, Qualification Group C",save,low-right,62.37,91.5,3738019
Jorginho,132874,Premier League,goal,low-right,63.44,83.17,7867
Jorginho,132874,"UEFA Champions League, Group E",goal,low-left,34.41,99.0,7868
Jorginho,132874,Premier League,goal,low-left,26.88,97.83,7869
Jorginho,132874,FA Cup,goal,low-right,67.2,81.0,7870
Jorginho,132874,Premier League,save,low-left,38.17,99.0,7871
Jorginho,132874,EFL Cup,goal,low-left,34.95,92.67,7872
Jorginho,132874,Premier League,goal,low-right,66.13,95.83,7873
Jorginho,132874,Premier League,goal,low-centre,40.86,97.83,7874
Jorginho,132874,EFL Cup,goal,low-left,31.72,91.5,7875
Jorginho,132874,Premier League,goal,high-left,34.41,51.5,7877
Jorginho,132874,Premier League,goal,low-right,64.52,96.83,7876
Jorginho,132874,Premier League,goal,low-left,29.03,92.67,7878
Jorginho,132874,World Championship Qual. UEFA C,miss,high,37.63,0.0,7879
Jorginho,132874,Premier League,goal,high-centre,56.99,61.0,7880
Jorginho,132874,"UEFA Champions League, Group H",goal,high-centre,44.62,59.83,7882
Jorginho,132874,"UEFA Champions League, Group H",goal,high-centre,43.55,65.17,7881
Jorginho,132874,World Championship Qual. UEFA C,save,low-right,60.22,94.67,7883
Jorginho,132874,UEFA Super Cup,goal,low-centre,44.62,95.83,7884
Jorginho,132874,"Euro, Knockout stage",save,low-left,36.56,94.67,7885
Jorginho,132874,"Euro, Knockout stage",goal,low-right,70.43,96.83,7886
Jorginho,132874,Premier League,goal,low-right,67.2,99.0,7887
Jorginho,132874,Premier League,goal,low-left,34.41,97.83,7888
Jorginho,132874,Premier League,goal,low-right,63.98,96.83,7889
Jorginho,132874,Premier League,goal,low-left,28.49,71.5,7890
Jorginho,132874,Premier League,save,low-right,63.98,93.67,7891
Jorginho,132874,"UEFA Champions League, Group E",goal,low-right,68.82,96.83,7892
Jorginho,132874,"UEFA Nations League, League A, Gr. 1",goal,low-left,32.8,95.83,7893
Jorginho,132874,"UEFA Champions League, Group E",post,left,22.58,96.83,7894
Jorginho,132874,Premier League,goal,low-right,62.37,97.83,7896
Jorginho,132874,Premier League,goal,low-centre,57.53,93.67,7895
Jorginho,132874,EFL Cup,goal,low-right,70.97,96.83,7897
Jorginho,132874,Premier League,save,low-right,64.52,97.83,7898
Jorginho,132874,Premier League,goal,low-left,32.8,95.83,7899
Jorginho,132874,Premier League,goal,low-right,69.89,97.83,7900
Jorginho,132874,Premier League,goal,low-right,68.82,95.83,7901
Jorginho,132874,"European Championship, Qualification Group J",goal,low-centre,42.47,81.0,7902
Jorginho,132874,"UEFA Champions League, Group H",goal,low-left,30.11,76.83,7903
Jorginho,132874,"UEFA Champions League, Group H",goal,low-right,62.37,99.0,7904
Jorginho,132874,"European Championship, Qualification Group J",goal,low-left,27.42,78.83,7905
Jorginho,132874,Premier League,goal,low-left,36.02,95.83,7906
Jorginho,132874,"European Championship, Qualification Group J",goal,low-right,71.51,99.0,7907
Jorginho,132874,UEFA Super Cup,goal,low-left,31.18,91.5,6044333
Jorginho,132874,UEFA Super Cup,goal,low-right,60.75,95.83,6044334
Jorginho,132874,"UEFA Europa League, Knockout stage",goal,low-left,38.71,86.33,6044335
Jorginho,132874,EFL Cup,save,low-centre,58.6,95.83,6044336
Jorginho,132874,EFL Cup,goal,low-right,60.22,95.83,6044337
Jorginho,132874,"UEFA Nations League, League A, Gr. 3",goal,low-left,37.63,74.67,6044338
Jorginho,132874,Premier League,goal,low-right,60.22,99.0,6044339
Jorginho,132874,Serie A,save,low-centre,58.6,97.83,6044340
Jorginho,132874,"UEFA Champions League, Group F",goal,low-left,34.41,99.0,6044341
Jorginho,132874,Serie A,goal,low-right,67.74,99.0,6044342
Jorginho,132874,"UEFA Champions League, Qualification",goal,low-left,38.17,99.0,6044343
Jorginho,132874,Coppa Italia,goal,low-left,25.81,69.33,6044344
Jorginho,132874,Coppa Italia,goal,low-right,74.73,96.83,6044345
Jorginho,132874,Super Cup,save,low-left,30.65,92.67,6044346
Jorginho,132874,Serie A,goal,low-left,27.42,81.0,6044347
Gianluca Scamacca,807301,EFL Cup,goal,low-left,35.48,84.17,16907
Gianluca Scamacca,807301,Serie A,goal,low-centre,50.0,73.67,16908
Gianluca Scamacca,807301,Serie A,goal,low-right,65.05,73.67,16909
Gianluca Scamacca,807301,Serie A,goal,high-centre,47.85,50.5,16910
Lorenzo Pellegrini,555540,Serie A,goal,low-left,28.49,94.67,6062064
Lorenzo Pellegrini,555540,"UEFA Europa League, Knockout stage",post,left,22.04,84.17,42596
Lorenzo Pellegrini,555540,Serie A,goal,low-right,72.58,87.33,32554
Lorenzo Pellegrini,555540,"UEFA Europa League, Group C",goal,low-left,29.57,76.83,21419
Lorenzo Pellegrini,555540,"UEFA Europa League, Group C",goal,high-right,73.66,65.17,21420
Lorenzo Pellegrini,555540,Serie A,goal,high-left,32.8,53.67,21421
Lorenzo Pellegrini,555540,Serie A,post,high,27.42,32.5,21422
Lorenzo Pellegrini,555540,Serie A,goal,low-left,28.49,85.17,21423
Lorenzo Pellegrini,555540,Serie A,goal,low-left,30.65,77.83,21424
Lorenzo Pellegrini,555540,Serie A,save,low-left,36.02,75.67,21425
Lorenzo Pellegrini,555540,"UEFA Europa League, Knockout stage",goal,low-left,27.42,77.83,21426
Lorenzo Pellegrini,555540,Serie A,goal,high-left,37.63,65.17,21427
Lorenzo Pellegrini,555540,"UEFA Europa League, Knockout stage",miss,close-left,6.99,93.0,21428
Lorenzo Pellegrini,555540,Coppa Italia,goal,low-centre,59.14,96.83,21429
Lorenzo Pellegrini,555540,Coppa Italia,goal,low-right,71.51,90.5,21430
Lorenzo Pellegrini,555540,Serie A,goal,low-left,26.88,76.83,6048847
Giacomo Raspadori,865651,Serie A,post,high,34.95,33.5,1002678
Guglielmo Vicario,553606,,Not Available,,,,
Matteo Darmian,19352,"Euro, Knockout stage",save,low-right,72.04,94.67,6048906
Federico Chiesa,845386,Serie A,goal,low-left,31.72,97.83,4754399
Federico Chiesa,845386,Serie A,goal,low-right,62.9,93.67,17973
Federico Chiesa,845386,Serie A,save,low-left,38.71,76.83,17974
Raoul Bellanova,826185,,Not Available,,,,
Bryan Cristante,186855,"UEFA Europa League, Knockout stage",goal,high-right,72.04,62.0,6056242
Bryan Cristante,186855,"UEFA Europa League, Knockout stage",goal,low-left,32.26,97.83,44823
Bryan Cristante,186855,Serie A,post,right,78.49,80.0,42719
Bryan Cristante,186855,Serie A,save,low-left,37.1,86.33,6048850
Gianluca Mancini,611210,"UEFA Europa League, Knockout stage",save,low-centre,53.76,93.67,44822
Nicolò Barella,363856,Serie A,miss,high,39.78,0.0,6048921
Nicolò Barella,363856,Serie A,goal,high-right,67.2,45.17,6048922
Nicolò Barella,363856,Serie A,goal,low-left,29.03,77.83,6048923
Nicolò Barella,363856,Serie A,goal,high-right,66.13,58.83,6048924
Mateo Retegui,914501,Serie A,goal,high-left,29.03,65.17,6061819
Mateo Retegui,914501,Liga Profesional,goal,low-right,73.66,96.83,43561
Mateo Retegui,914501,"Copa Sudamericana, Group D",goal,low-left,34.95,97.83,6058668
Mateo Retegui,914501,"Copa Sudamericana, Group D",post,right,79.03,94.67,43279
Mateo Retegui,914501,Trofeo de Campeones de la Liga Profesional,goal,low-right,70.43,70.5,34512
Mateo Retegui,914501,Liga Profesional,goal,low-left,30.11,68.33,34513
Mateo Retegui,914501,Liga Profesional,goal,low-left,27.42,89.5,34514
Mateo Retegui,914501,Liga Profesional,goal,low-right,72.58,96.83,34515
Mateo Retegui,914501,Liga Profesional,goal,low-left,29.57,96.83,34516
Mateo Retegui,914501,Copa Argentina,save,low-left,38.71,72.5,34517
Mateo Retegui,914501,Liga Profesional,goal,low-right,68.82,80.0,34518
Mateo Retegui,914501,Liga Profesional,goal,high-left,35.48,57.83,34519
Mateo Retegui,914501,Copa de la Liga,goal,low-left,31.72,96.83,34520
Mateo Retegui,914501,Copa Argentina,goal,low-right,70.97,90.5,34521
Mateo Retegui,914501,Copa Argentina,goal,low-left,28.49,70.5,34522
Mateo Retegui,914501,"Copa de la Liga, Playoffs",goal,low-right,70.43,84.17,34523
Mateo Retegui,914501,Copa Argentina,goal,low-left,27.42,96.83,34524
Mateo Retegui,914501,Liga Profesional,goal,low-left,34.41,94.67,34525
Mateo Retegui,914501,Copa Argentina,post,high,64.52,32.5,34526
Mattia Zaccagni,293581,Coppa Italia,goal,low-right,60.22,92.67,5247827
Mattia Zaccagni,293581,Serie A,goal,low-left,30.65,95.83,33420
Mattia Zaccagni,293581,Serie A,goal,low-left,29.03,99.0,18007
Mattia Zaccagni,293581,Serie A,goal,low-centre,41.94,76.83,18008
Nicolò Fagioli,901850,Serie B,save,low-right,69.35,81.0,17905
Stephan El Shaarawy,45925,,Not Available,,,,
Alessandro Bastoni,826188,,Not Available,,,,
Andrea Cambiaso,917048,,Not Available,,,,
Michael Folorunsho,869795,Serie B,goal,low-right,70.43,96.83,21756
Michael Folorunsho,869795,Coppa Italia,goal,low-right,67.2,78.83,21757
Alex Meret,592794,,Not Available,,,,
Etrit Berisha,35656,,Not Available,,,,
Iván Balliu,152446,Coupe de la Ligue,goal,low-left,29.03,75.67,6046109
Iván Balliu,152446,Coupe de France,goal,low-left,27.42,94.67,6046110
Iván Balliu,152446,Coupe de la Ligue,goal,low-left,26.34,93.67,6046111
Iván Balliu,152446,Coupe de la Ligue,goal,low-left,26.88,97.83,6046112
Mario Mitaj,1006089,,Not Available,,,,
Elseid Hysaj,136322,,Not Available,,,,
Arlind Ajeti,111746,,Not Available,,,,
Berat Djimsiti,151003,,Not Available,,,,
Rey Manaj,587882,Trendyol Süper Lig,goal,low-right,60.75,97.83,6061298
Rey Manaj,587882,Trendyol Süper Lig,goal,low-centre,58.6,95.83,6058874
Rey Manaj,587882,Trendyol Süper Lig,goal,low-left,28.49,91.5,6058873
Rey Manaj,587882,Trendyol Süper Lig,goal,low-left,34.95,81.0,5193879
Rey Manaj,587882,Serie A,miss,high,52.15,0.0,2982
Rey Manaj,587882,Serie A,goal,high-left,27.96,47.33,2983
Rey Manaj,587882,Serie A,goal,low-left,33.87,88.33,2984
Rey Manaj,587882,"UEFA Nations League, League C, Gr. 4",goal,low-right,72.04,72.5,2985
Rey Manaj,587882,Copa del Rey,post,high,50.0,32.0,2986
Rey Manaj,587882,LaLiga 2,goal,low-right,65.59,97.83,2987
Rey Manaj,587882,LaLiga 2,goal,low-right,70.97,94.67,6050768
Rey Manaj,587882,LaLiga 2,goal,low-left,29.57,83.17,6050769
Rey Manaj,587882,Serie B,miss,close-high,42.47,21.33,6050770
Rey Manaj,587882,Coppa Italia,goal,low-right,69.89,90.5,6050771
Klaus Gjasula,163673,Bundesliga,save,low-right,72.58,82.0,10489
Klaus Gjasula,163673,DFB Pokal,goal,low-right,62.9,85.17,6048823
Klaus Gjasula,163673,3. Liga,goal,low-left,38.71,92.67,6048824
Klaus Gjasula,163673,3. Liga,goal,low-centre,57.53,94.67,6048825
Klaus Gjasula,163673,DFB Pokal,goal,low-right,64.52,92.67,6048826
Jasir Asani,355022,,Not Available,,,,
Nedim Bajrami,825861,Coppa Italia,goal,low-right,63.44,95.83,3319313
Nedim Bajrami,825861,Serie A,goal,low-left,35.48,97.83,7468
Nedim Bajrami,825861,Serie A,goal,low-right,73.66,97.83,7469
Nedim Bajrami,825861,Serie A,goal,low-right,62.37,90.5,7470
Armando Broja,996985,"UEFA Nations League, League B, Gr. 2",goal,low-left,36.02,83.17,7964
Armando Broja,996985,EFL Cup,save,low-left,37.63,71.5,7965
Elhan Kastrati,284391,,Not Available,,,,
Enea Mihaj,850828,,Not Available,,,,
Qazim Laçi,284395,"UEFA Champions League, Qualification",goal,low-right,69.35,89.5,587653
Qazim Laçi,284395,Coupe de la Ligue,goal,low-right,69.35,84.17,6044822
Qazim Laçi,284395,"Ligue 1, Relegation/Promotion Playoffs",goal,low-right,73.66,75.67,6044823
Taulant Seferi,279487,UAE Pro League,goal,low-left,35.48,90.5,5984821
Taulant Seferi,279487,UAE Pro League,goal,low-left,37.1,78.83,2389756
Taulant Seferi,279487,"UAE League Cup, Knockout stage",miss,close-high,25.81,21.33,6059449
Taulant Seferi,279487,Premier League,goal,low-centre,50.0,68.33,41232
Taulant Seferi,279487,Premier League,goal,low-centre,48.92,68.33,41233
Medon Berisha,1142149,,Not Available,,,,
Ernest Muçi,924670,"UEFA Europa Conference League, Qualification Playoff",goal,low-right,65.05,96.83,1130634
Ardian Ismajli,840414,,Not Available,,,,
Mirlind Daku,970516,Premier Liga,goal,low-centre,40.32,90.5,982377
Mirlind Daku,970516,Premier Liga,save,low-right,60.22,70.5,691083
Mirlind Daku,970516,"UEFA Europa Conference League, Qualification",goal,low-centre,50.54,69.83,46706
Ylber Ramadani,841977,,Not Available,,,,
Kristjan Asllani,996820,,Not Available,,,,
Amir Abrashi,37805,,Not Available,,,,
Thomas Strakosha,227212,,Not Available,,,,
Marash Kumbulla,893642,,Not Available,,,,
Naser Aliji,334839,,Not Available,,,,
Arbër Hoxha,890663,HNL,post,left,20.97,96.83,47452
Jan Oblak,69768,,Not Available,,,,
Žan Karničnik,896421,,Not Available,,,,
Jure Balkovec,171625,,Not Available,,,,
Miha Blažič,96552,,Not Available,,,,
Jon Gorenc Stanković,280565,,Not Available,,,,
Jaka Bijol,886930,,Not Available,,,,
Benjamin Verbič,153230,Premier League,goal,high-left,33.33,58.0,40710
Benjamin Verbič,153230,Premier League,post,left,20.97,97.83,40711
Benjamin Verbič,153230,"UEFA Champions League, Qualification",goal,low-centre,50.54,68.5,6050308
Sandi Lovrić,575852,World Championship Qual. UEFA H,goal,high-left,29.57,62.0,7441
Andraž Šporar,166987,Stoiximan Super League,miss,high,41.4,0.0,3416375
Andraž Šporar,166987,Stoiximan Super League,goal,high-centre,54.84,57.83,6059766
Andraž Šporar,166987,Stoiximan Super League,goal,low-left,27.42,69.33,2445573
Andraž Šporar,166987,Stoiximan Super League,save,low-right,69.35,91.5,2100214
Andraž Šporar,166987,"Super League, Championship Round",save,low-left,29.03,72.5,45173
Andraž Šporar,166987,Stoiximan Super League,goal,low-centre,55.38,91.5,40716
Andraž Šporar,166987,Stoiximan Super League,goal,low-left,39.25,67.33,40717
Andraž Šporar,166987,Stoiximan Super League,goal,high-right,68.28,51.5,40718
Andraž Šporar,166987,Stoiximan Super League,goal,high-centre,59.14,62.0,40719
Andraž Šporar,166987,Championship,goal,low-left,29.03,93.67,40720
Andraž Šporar,166987,Championship,goal,low-left,34.41,94.67,40721
Andraž Šporar,166987,Championship,goal,low-centre,51.61,80.0,40722
Andraž Šporar,166987,World Championship Qual. UEFA H,save,low-right,67.2,97.83,40723
Andraž Šporar,166987,Liga Portugal Betclic,goal,high-right,61.29,64.17,40724
Andraž Šporar,166987,Liga Portugal Betclic,goal,low-left,30.65,97.83,40725
Andraž Šporar,166987,"UEFA Europa League, Group K",save,low-left,32.26,86.33,40726
Andraž Šporar,166987,"UEFA Champions League, Qualification",save,low-centre,51.61,71.33,6050315
Timi Max Elšnik,827371,"UEFA Europa Conference League, Qualification",goal,low-centre,52.15,73.33,40713
Timi Max Elšnik,827371,EFL Cup,goal,high-right,62.37,46.83,6062787
Timi Max Elšnik,827371,EFL Cup,goal,high-right,69.89,49.5,6062788
Timi Max Elšnik,827371,EFL Cup,goal,high-right,62.37,46.83,40714
Timi Max Elšnik,827371,EFL Cup,goal,high-right,69.89,49.5,40715
Benjamin Šeško,986397,"European Championship, Qualification Group H",goal,low-right,60.22,97.83,3829951
Benjamin Šeško,986397,"European Championship, Qualification Group H",goal,low-left,29.03,80.0,6058625
Benjamin Šeško,986397,"Bundesliga, Championship Round",goal,low-centre,40.86,67.33,42518
Benjamin Šeško,986397,"Bundesliga, Championship Round",goal,low-left,27.42,92.67,42232
Benjamin Šeško,986397,OFB Cup,goal,low-left,38.17,77.83,36439
Benjamin Šeško,986397,2. Liga,goal,low-right,68.82,67.33,22111
Vid Belec,106713,,Not Available,,,,
Erik Janža,124590,,Not Available,,,,
Jasmin Kurtić,61445,Superliga,post,high,30.11,33.5,5172946
Jasmin Kurtić,61445,Superliga,goal,low-left,27.42,97.83,2885179
Jasmin Kurtić,61445,Stoiximan Super League,goal,low-left,27.42,91.5,40698
Jasmin Kurtić,61445,Stoiximan Super League,goal,low-left,31.72,88.33,40699
Jasmin Kurtić,61445,"UEFA Europa Conference League, Knockout stage",goal,low-centre,58.6,95.83,40700
Jasmin Kurtić,61445,Stoiximan Super League,goal,low-left,31.72,78.83,40701
Jasmin Kurtić,61445,Stoiximan Super League,goal,low-right,67.2,76.83,40702
Jasmin Kurtić,61445,Stoiximan Super League,goal,low-left,27.42,95.83,40703
Jasmin Kurtić,61445,Stoiximan Super League,goal,low-left,29.03,69.33,40704
Jasmin Kurtić,61445,Stoiximan Super League,save,low-centre,47.85,93.67,40705
Jasmin Kurtić,61445,Stoiximan Super League,goal,low-left,31.72,90.5,40707
Jasmin Kurtić,61445,Stoiximan Super League,goal,low-right,70.97,96.83,40706
Jasmin Kurtić,61445,Stoiximan Super League,goal,low-left,32.8,91.5,40708
Jasmin Kurtić,61445,Stoiximan Super League,goal,low-right,62.37,93.67,40709
Tomi Horvat,906698,"UEFA Europa League, Group F",save,low-right,69.35,76.83,21200
Tomi Horvat,906698,Bundesliga,goal,low-centre,58.6,69.33,21201
Igor Vekić,943735,,Not Available,,,,
Jan Mlakar,827367,Super Cup,miss,high,31.72,0.0,14285
Jan Mlakar,827367,EFL Cup,goal,low-left,31.18,77.83,6049700
Žan Vipotnik,1000160,Coupe de France,post,right,78.49,51.5,5189185
Žan Vipotnik,1000160,Ligue 2,save,low-right,65.05,83.17,6058614
Žan Celar,840740,Schweizer Cup,goal,low-right,65.59,99.0,6061497
Žan Celar,840740,Super League,goal,low-right,68.28,93.67,6060921
Žan Celar,840740,Super League,goal,low-left,37.63,73.67,6042050
Žan Celar,840740,Schweizer Cup,goal,low-right,65.59,92.67,45204
Žan Celar,840740,Super League,goal,low-centre,58.6,94.67,37253
Žan Celar,840740,Super League,goal,low-left,29.03,93.67,21835
Žan Celar,840740,Super League,save,low-left,32.8,74.67,21836
Žan Celar,840740,Super League,goal,low-left,25.81,96.83,21837
Žan Celar,840740,Super League,goal,low-left,30.11,97.83,21838
Žan Celar,840740,Super League,goal,low-right,62.37,94.67,21839
Žan Celar,840740,Super League,save,low-left,30.11,81.0,21840
Žan Celar,840740,Super League,goal,high-left,27.96,51.5,21841
Žan Celar,840740,Super League,goal,low-left,30.11,94.67,21842
Petar Stojanović,227082,"UEFA Champions League, Qualification",goal,high-centre,47.31,66.33,7461
Vanja Drkušić,908617,Premier Liga,save,low-right,68.28,85.17,3178802
Adam Gnezda Čerin,843251,,Not Available,,,,
David Brekalo,856583,,Not Available,,,,
Nino Žugelj,910465,,Not Available,,,,
Adrian Zeljković,1088231,,Not Available,,,,
Josip Iličić,41270,"UEFA Europa Conference League, Qualification",goal,high-centre,50.0,63.0,227629
Josip Iličić,41270,Serie A,miss,high,42.47,0.0,46102
Josip Iličić,41270,Serie A,goal,high-centre,51.61,47.33,46103
Josip Iličić,41270,Serie A,goal,low-right,60.75,97.83,46104
Josip Iličić,41270,"UEFA Nations League, League C, Gr. 3",goal,low-right,73.12,94.67,46105
Josip Iličić,41270,"UEFA Champions League, Knockout stage",goal,low-centre,47.85,97.83,46107
Josip Iličić,41270,"UEFA Champions League, Knockout stage",goal,low-right,66.67,99.0,46106
Josip Iličić,41270,"European Championship, Qualification Group G",goal,low-right,66.67,97.83,46108
Josip Iličić,41270,"UEFA Champions League, Group C",save,low-right,61.83,73.67,46109
Josip Iličić,41270,"European Championship, Qualification Group G",goal,low-right,74.19,91.5,6062764
Josip Iličić,41270,"European Championship, Qualification Group G",goal,low-right,74.19,91.5,46110
Josip Iličić,41270,Coppa Italia,goal,low-right,74.19,77.83,6062765
Josip Iličić,41270,Coppa Italia,goal,low-right,74.19,77.83,46111
Josip Iličić,41270,Serie A,save,low-left,32.26,86.33,6062766
Josip Iličić,41270,Serie A,save,low-left,32.26,86.33,46112
Josip Iličić,41270,Serie A,goal,high-left,31.72,55.67,6062767
Josip Iličić,41270,Serie A,goal,high-left,31.72,55.67,46113
Josip Iličić,41270,Serie A,goal,high-centre,41.4,64.17,6062768
Josip Iličić,41270,Serie A,goal,high-centre,41.4,64.17,46114
Josip Iličić,41270,"UEFA Europa League, Group E",goal,low-right,74.19,81.0,6062769
Josip Iličić,41270,"UEFA Europa League, Group E",goal,low-right,74.19,81.0,46115
Josip Iličić,41270,World Championship Qual. UEFA F,goal,low-right,70.97,78.83,6062770
Josip Iličić,41270,World Championship Qual. UEFA F,goal,low-right,70.43,96.83,6062771
Josip Iličić,41270,World Championship Qual. UEFA F,goal,low-right,70.97,78.83,46116
Josip Iličić,41270,World Championship Qual. UEFA F,goal,low-right,70.43,96.83,46117
Josip Iličić,41270,Serie A,save,low-right,68.28,89.5,6062772
Josip Iličić,41270,Serie A,save,low-right,68.28,89.5,46118
Josip Iličić,41270,Serie A,goal,low-left,33.87,81.0,6062773
Josip Iličić,41270,Serie A,goal,low-left,33.87,81.0,46119
Josip Iličić,41270,"UEFA Europa League, Group J",goal,low-centre,40.86,97.83,6062774
Josip Iličić,41270,"UEFA Europa League, Group J",goal,low-centre,40.86,97.83,46120
Josip Iličić,41270,Serie A,post,right,79.03,95.83,6062775
Josip Iličić,41270,Serie A,post,right,79.03,95.83,46121
Josip Iličić,41270,Serie A,goal,low-right,71.51,78.83,6062776
Josip Iličić,41270,Serie A,goal,low-right,71.51,78.83,46122
Josip Iličić,41270,Serie A,goal,low-right,73.12,77.83,6062777
Josip Iličić,41270,Serie A,goal,low-right,73.12,77.83,46123
