Player Name,Player Code,Tournament,Outcome,Zone,X,Y,api_id,Scored,Attempts,Number,Nationality,Position,Age,Caps,Goals,Club
Mikel Oyarzabal,823622,LaLiga,1,1,37.1,96.83,33154,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,LaLiga,1,3,70.43,97.83,25514,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,"UEFA Europa League, Knockout stage",1,3,62.37,75.67,25515,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,LaLiga,1,1,29.03,97.83,25516,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,Copa del Rey,1,3,68.28,97.83,25517,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,"UEFA Europa League, Group B",1,1,31.72,95.83,25518,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,LaLiga,2,2,46.77,99.0,25519,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,LaLiga,1,1,37.1,86.33,25520,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,LaLiga,1,1,27.96,97.83,25521,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,"Olympic Games, Final round",1,3,65.05,86.33,25522,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,"Euro, Knockout stage",1,3,66.67,95.83,25523,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,Copa del Rey,1,3,62.37,73.67,25524,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,LaLiga,0,9,5.38,60.67,25525,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,"UEFA Europa League, Knockout stage",0,10,5.91,12.0,25526,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,LaLiga,1,1,32.8,97.83,25527,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,Supercopa de España,1,3,65.59,95.83,25529,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,Supercopa de España,2,1,29.57,75.67,25528,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,LaLiga,1,1,33.33,97.83,25530,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,LaLiga,1,1,31.72,81.0,25531,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,LaLiga,1,3,65.59,97.83,25532,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,LaLiga,1,2,41.94,92.67,25533,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,LaLiga,1,3,60.22,71.5,25534,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,LaLiga,1,3,61.29,97.83,25535,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,Copa del Rey,1,7,55.38,62.0,25536,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,Copa del Rey,1,1,39.78,97.83,25537,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,LaLiga,1,2,44.09,88.33,25538,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,LaLiga,1,7,59.68,59.83,25539,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,LaLiga,1,3,62.37,97.83,6047717,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,LaLiga,1,1,38.71,96.83,6047718,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,LaLiga,1,7,57.53,49.33,6047720,31,37,21,ESP,2,27,30,11,Real Sociedad
Mikel Oyarzabal,823622,LaLiga,1,3,69.35,88.33,6047719,31,37,21,ESP,2,27,30,11,Real Sociedad
Jesús Navas,11869,EFL Cup,1,1,25.81,99.0,6047638,1,1,22,ESP,3,38,53,5,Sevilla
Ayoze Pérez,345195,EFL Cup,0,11,36.02,0.5,16978,1,2,26,ESP,3,30,1,1,Real Betis
Ayoze Pérez,345195,Premier League,1,6,39.25,57.83,16979,1,2,26,ESP,3,30,1,1,Real Betis
Joško Gvardiol,964994,"UEFA Champions League, Qualification",1,2,57.53,69.83,10114,1,1,4,CRO,1,22,30,2,Manchester City
Lovro Majer,841947,Bundesliga,1,8,67.2,52.5,5989442,6,7,7,CRO,2,26,31,8,VfL Wolfsburg
Lovro Majer,841947,Bundesliga,1,1,29.57,97.83,3125481,6,7,7,CRO,2,26,31,8,VfL Wolfsburg
Lovro Majer,841947,"UEFA Nations League, Finals",2,2,55.91,77.83,281360,6,7,7,CRO,2,26,31,8,VfL Wolfsburg
Lovro Majer,841947,"World Cup, Knockout stage",1,2,48.39,81.0,30965,6,7,7,CRO,2,26,31,8,VfL Wolfsburg
Lovro Majer,841947,Ligue 1,1,6,37.1,62.0,18937,6,7,7,CRO,2,26,31,8,VfL Wolfsburg
Lovro Majer,841947,Coupe de France,1,2,43.55,73.67,18938,6,7,7,CRO,2,26,31,8,VfL Wolfsburg
Lovro Majer,841947,"UEFA Champions League, Qualification",1,2,52.15,88.17,18939,6,7,7,CRO,2,26,31,8,VfL Wolfsburg
Mateo Kovačić,136710,"UEFA Champions League, Knockout stage",2,1,32.8,97.83,6061055,1,3,8,CRO,2,30,101,5,Manchester City
Mateo Kovačić,136710,UEFA Super Cup,1,1,29.57,94.67,615272,1,3,8,CRO,2,30,101,5,Manchester City
Mateo Kovačić,136710,"World Cup, Knockout stage",2,3,70.97,97.83,6044101,1,3,8,CRO,2,30,101,5,Manchester City
Andrej Kramarić,67647,Bundesliga,1,3,62.9,99.0,5730198,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,3,61.29,93.67,5133497,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,3,65.05,95.83,2147086,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,3,70.97,88.33,1888276,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,2,48.39,82.0,987535,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,DFB Pokal,1,3,61.83,97.83,565561,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,"UEFA Nations League, Finals",1,2,51.08,73.67,45273,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,1,34.41,94.67,43713,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,2,56.99,95.83,43329,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,2,47.31,67.33,41101,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,3,72.04,68.33,41100,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,0,9,9.68,93.0,15382,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,2,1,25.81,76.83,15383,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,"UEFA Nations League, League A, Gr. 1",1,1,33.33,95.83,15384,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,DFB Pokal,1,1,29.03,96.83,15385,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,2,51.61,85.17,15387,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,1,28.49,94.67,15386,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,DFB Pokal,1,3,73.12,99.0,15388,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,"UEFA Europa League, Group L",1,3,70.97,97.83,15389,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,1,34.41,99.0,15390,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,7,42.47,45.17,15391,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,3,69.35,96.83,15392,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,DFB Pokal,1,1,32.8,95.83,15394,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,DFB Pokal,1,6,39.78,38.83,15393,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,1,36.02,96.83,15395,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,1,27.96,81.0,15396,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,3,4,21.51,93.67,6048325,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,1,39.78,99.0,6048326,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,3,61.29,96.83,6048327,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,1,27.42,99.0,6048328,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,"UEFA Champions League, Group F",1,2,49.46,85.17,6048329,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,1,32.26,96.83,6048330,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,1,28.49,91.5,6048331,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,"World Cup, Knockout stage",1,1,38.71,97.83,6048332,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,6,32.8,63.0,6048333,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,3,63.98,95.83,6048334,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,"UEFA Champions League, Qualification",2,2,56.99,83.17,6048335,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,2,50.0,86.33,6048336,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,3,64.52,84.17,6048337,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,1,29.57,90.5,6048338,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,2,50.0,86.33,6048339,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,2,50.0,75.67,6048340,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,2,3,68.28,87.33,6048341,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,Bundesliga,1,3,72.58,78.83,6048342,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Andrej Kramarić,67647,"UEFA Europa League, Group G",1,1,27.96,84.17,6048343,40,45,9,CRO,3,32,93,28,TSG Hoffenheim
Luka Modrić,15466,"UEFA Champions League, Knockout stage",2,1,37.63,87.33,6061060,17,23,10,CRO,2,38,175,25,Real Madrid
Luka Modrić,15466,"UEFA Champions League, Group C",2,2,46.77,81.0,4649037,17,23,10,CRO,2,38,175,25,Real Madrid
Luka Modrić,15466,"UEFA Nations League, Finals",1,7,55.91,42.0,46774,17,23,10,CRO,2,38,175,25,Real Madrid
Luka Modrić,15466,"UEFA Nations League, Finals",1,3,67.2,77.83,45272,17,23,10,CRO,2,38,175,25,Real Madrid
Luka Modrić,15466,Club World Cup,2,3,69.35,96.83,36834,17,23,10,CRO,2,38,175,25,Real Madrid
Luka Modrić,15466,Supercopa de España,1,3,70.43,81.0,32931,17,23,10,CRO,2,38,175,25,Real Madrid
Luka Modrić,15466,"World Cup, Knockout stage",1,1,29.57,97.83,30963,17,23,10,CRO,2,38,175,25,Real Madrid
Luka Modrić,15466,LaLiga,1,2,52.69,77.83,27952,17,23,10,CRO,2,38,175,25,Real Madrid
Luka Modrić,15466,"UEFA Champions League, Group F",1,3,69.89,74.67,26431,17,23,10,CRO,2,38,175,25,Real Madrid
Luka Modrić,15466,"UEFA Nations League, League A, Gr. 1",1,1,28.49,84.17,26432,17,23,10,CRO,2,38,175,25,Real Madrid
Luka Modrić,15466,LaLiga,1,3,70.43,82.0,26433,17,23,10,CRO,2,38,175,25,Real Madrid
Luka Modrić,15466,World Championship Qual. UEFA H,2,2,40.86,78.83,26434,17,23,10,CRO,2,38,175,25,Real Madrid
Luka Modrić,15466,World Championship Qual. UEFA H,1,1,31.72,97.83,26435,17,23,10,CRO,2,38,175,25,Real Madrid
Luka Modrić,15466,Supercopa de España,1,6,30.11,62.0,26436,17,23,10,CRO,2,38,175,25,Real Madrid
Luka Modrić,15466,"European Championship, Qualification Group E",1,1,30.65,92.67,26437,17,23,10,CRO,2,38,175,25,Real Madrid
Luka Modrić,15466,"World Cup, Knockout stage",1,7,40.86,56.83,6046179,17,23,10,CRO,2,38,175,25,Real Madrid
Luka Modrić,15466,"World Cup, Knockout stage",2,3,62.37,97.83,6046181,17,23,10,CRO,2,38,175,25,Real Madrid
Luka Modrić,15466,"World Cup, Knockout stage",1,2,52.69,97.83,6046180,17,23,10,CRO,2,38,175,25,Real Madrid
Luka Modrić,15466,"World Championship, Gr. D",1,1,31.18,96.83,6046182,17,23,10,CRO,2,38,175,25,Real Madrid
Luka Modrić,15466,World Championship Qual. UEFA Playoffs,1,3,63.44,85.17,6046183,17,23,10,CRO,2,38,175,25,Real Madrid
Luka Modrić,15466,"UEFA Europa League, Group A",1,3,66.67,95.33,6046184,17,23,10,CRO,2,38,175,25,Real Madrid
Luka Modrić,15466,"Euro, Knockout stage",0,13,84.41,76.83,6061139,17,23,10,CRO,2,38,175,25,Real Madrid
Luka Modrić,15466,"Euro, Group B",1,2,56.45,93.0,6061140,17,23,10,CRO,2,38,175,25,Real Madrid
Marcelo Brozović,108800,AFC Champions League,2,3,62.37,77.83,6057941,7,9,11,CRO,2,31,96,7,Al Nassr
Marcelo Brozović,108800,"UEFA Nations League, Finals",1,1,34.41,94.67,46918,7,9,11,CRO,2,31,96,7,Al Nassr
Marcelo Brozović,108800,"World Cup, Knockout stage",1,2,45.7,67.33,30299,7,9,11,CRO,2,31,96,7,Al Nassr
Marcelo Brozović,108800,"UEFA Europa League, Knockout stage",2,3,67.2,95.83,6050085,7,9,11,CRO,2,31,96,7,Al Nassr
Marcelo Brozović,108800,Coppa Italia,1,1,30.11,74.67,6050086,7,9,11,CRO,2,31,96,7,Al Nassr
Marcelo Brozović,108800,"World Cup, Knockout stage",1,3,70.43,75.67,6050087,7,9,11,CRO,2,31,96,7,Al Nassr
Marcelo Brozović,108800,Coppa Italia,1,3,72.58,85.17,6050088,7,9,11,CRO,2,31,96,7,Al Nassr
Marcelo Brozović,108800,Coppa Italia,1,3,69.89,87.33,6050089,7,9,11,CRO,2,31,96,7,Al Nassr
Marcelo Brozović,108800,Coppa Italia,1,3,63.98,91.5,6050090,7,9,11,CRO,2,31,96,7,Al Nassr
Nikola Vlašić,357596,"UEFA Nations League, Finals",1,8,68.82,63.0,46473,10,14,13,CRO,2,26,56,8,Torino
Nikola Vlašić,357596,"World Cup, Knockout stage",1,7,44.62,58.83,30964,10,14,13,CRO,2,26,56,8,Torino
Nikola Vlašić,357596,"World Cup, Knockout stage",1,1,30.65,68.33,30298,10,14,13,CRO,2,26,56,8,Torino
Nikola Vlašić,357596,Premier Liga,2,6,32.26,66.17,21565,10,14,13,CRO,2,26,56,8,Torino
Nikola Vlašić,357596,Premier Liga,1,1,30.65,72.5,21566,10,14,13,CRO,2,26,56,8,Torino
Nikola Vlašić,357596,Premier Liga,1,8,67.74,59.83,21567,10,14,13,CRO,2,26,56,8,Torino
Nikola Vlašić,357596,Premier Liga,0,11,49.46,2.83,21568,10,14,13,CRO,2,26,56,8,Torino
Nikola Vlašić,357596,Premier Liga,1,8,69.35,49.33,21569,10,14,13,CRO,2,26,56,8,Torino
Nikola Vlašić,357596,Premier Liga,0,9,17.2,95.33,21570,10,14,13,CRO,2,26,56,8,Torino
Nikola Vlašić,357596,Premier Liga,1,8,70.97,54.67,21571,10,14,13,CRO,2,26,56,8,Torino
Nikola Vlašić,357596,Premier Liga,1,8,61.29,57.83,21572,10,14,13,CRO,2,26,56,8,Torino
Nikola Vlašić,357596,Premier Liga,2,1,34.41,88.33,6049076,10,14,13,CRO,2,26,56,8,Torino
Nikola Vlašić,357596,"UEFA Champions League, Group G",1,6,29.03,61.0,6049077,10,14,13,CRO,2,26,56,8,Torino
Nikola Vlašić,357596,"UEFA Champions League, Group G",1,8,62.9,50.5,6049078,10,14,13,CRO,2,26,56,8,Torino
Ivan Perišić,38710,"UEFA Nations League, Finals",1,3,69.89,82.0,46471,7,9,14,CRO,3,35,131,33,Hajduk Split
Ivan Perišić,38710,Coppa Italia,1,6,30.11,49.33,8816,7,9,14,CRO,3,35,131,33,Hajduk Split
Ivan Perišić,38710,Serie A,1,3,69.35,90.5,8817,7,9,14,CRO,3,35,131,33,Hajduk Split
Ivan Perišić,38710,"European Championship, Qualification Group E",2,1,31.72,91.5,8818,7,9,14,CRO,3,35,131,33,Hajduk Split
Ivan Perišić,38710,Serie A,1,1,30.11,91.5,6043897,7,9,14,CRO,3,35,131,33,Hajduk Split
Ivan Perišić,38710,Serie A,1,1,30.11,90.5,6043898,7,9,14,CRO,3,35,131,33,Hajduk Split
Ivan Perišić,38710,Coppa Italia,1,3,71.51,97.83,6043899,7,9,14,CRO,3,35,131,33,Hajduk Split
Ivan Perišić,38710,Bundesliga,2,1,35.48,99.0,6043900,7,9,14,CRO,3,35,131,33,Hajduk Split
Ivan Perišić,38710,DFB Pokal,1,8,68.82,63.0,6043901,7,9,14,CRO,3,35,131,33,Hajduk Split
Mario Pašalić,190437,Serie A,1,3,70.97,94.67,6062458,4,4,15,CRO,2,29,63,10,Atalanta
Mario Pašalić,190437,Serie A,1,1,30.11,78.83,6061501,4,4,15,CRO,2,29,63,10,Atalanta
Mario Pašalić,190437,"World Cup, Knockout stage",1,1,33.33,85.17,30300,4,4,15,CRO,2,29,63,10,Atalanta
Mario Pašalić,190437,Super Cup,1,6,34.41,44.17,6048769,4,4,15,CRO,2,29,63,10,Atalanta
Ante Budimir,37318,LaLiga,2,2,42.47,93.67,6061007,12,14,16,CRO,3,32,21,3,Osasuna
Ante Budimir,37318,LaLiga,1,1,37.63,95.83,4590405,12,14,16,CRO,3,32,21,3,Osasuna
Ante Budimir,37318,LaLiga,1,3,62.37,80.0,2830140,12,14,16,CRO,3,32,21,3,Osasuna
Ante Budimir,37318,LaLiga,1,1,38.17,80.0,1628115,12,14,16,CRO,3,32,21,3,Osasuna
Ante Budimir,37318,Copa del Rey,1,3,62.37,96.83,33760,12,14,16,CRO,3,32,21,3,Osasuna
Ante Budimir,37318,LaLiga,1,3,69.35,99.0,26124,12,14,16,CRO,3,32,21,3,Osasuna
Ante Budimir,37318,LaLiga,1,3,64.52,70.5,26125,12,14,16,CRO,3,32,21,3,Osasuna
Ante Budimir,37318,LaLiga,1,1,35.48,95.83,26126,12,14,16,CRO,3,32,21,3,Osasuna
Ante Budimir,37318,LaLiga,1,2,58.06,95.83,26127,12,14,16,CRO,3,32,21,3,Osasuna
Ante Budimir,37318,LaLiga 2,1,3,60.22,70.5,6047401,12,14,16,CRO,3,32,21,3,Osasuna
Ante Budimir,37318,Serie B,1,2,51.61,92.67,6047402,12,14,16,CRO,3,32,21,3,Osasuna
Ante Budimir,37318,Serie B,1,1,36.02,99.0,6047403,12,14,16,CRO,3,32,21,3,Osasuna
Ante Budimir,37318,Serie B,1,3,69.35,88.17,6047404,12,14,16,CRO,3,32,21,3,Osasuna
Ante Budimir,37318,Serie B,2,2,42.47,81.83,6047405,12,14,16,CRO,3,32,21,3,Osasuna
Bruno Petković,309306,"Euro, Group B",2,1,29.57,81.0,6062911,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,HNL,1,1,27.96,94.67,6056053,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,"UEFA Europa Conference League, Knockout stage",1,1,27.42,71.5,6055247,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,"UEFA Europa Conference League, Group C",1,1,32.26,74.67,4703010,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,"UEFA Europa Conference League, Group C",1,3,69.89,76.83,1780298,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,"UEFA Europa Conference League, Group C",1,6,34.41,49.33,1780299,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,HNL,1,1,37.63,77.83,1211256,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,HNL,1,3,64.52,73.67,1211255,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,HNL,1,3,71.51,72.5,1013248,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,HNL,2,3,68.82,96.83,47384,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,"UEFA Nations League, Finals",2,1,37.63,75.67,46311,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,HNL,2,1,31.72,86.33,45257,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,HNL,1,2,58.6,96.83,20621,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,HNL,1,1,30.65,70.5,20622,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,HNL,1,6,32.26,49.33,20623,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,HNL,1,1,29.03,95.83,20624,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,"UEFA Champions League, Qualification",1,7,48.39,64.17,20625,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,Super Cup,1,8,69.35,55.67,20626,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,HNL,2,3,70.43,90.5,20627,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,HNL,1,3,71.51,89.5,20628,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,HNL,1,3,67.2,92.67,20629,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,HNL,1,3,73.12,89.5,20630,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,"UEFA Europa League, Group H",1,1,32.26,97.83,20631,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,"UEFA Europa League, Group H",1,3,62.37,99.0,20632,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,HNL,1,3,69.35,99.0,20633,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,HNL,1,3,74.73,93.67,20634,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,HNL,1,1,29.03,75.67,20635,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,HNL,2,1,27.96,97.83,20636,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,HNL,1,1,30.65,95.83,20637,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,"UEFA Europa League, Group K",1,1,39.25,97.83,20638,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,HNL,1,1,38.17,89.5,20639,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,"UEFA Champions League, Qualification",1,2,51.61,67.17,20640,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,HNL,1,6,32.26,45.17,20641,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,"UEFA Champions League, Qualification",1,6,38.17,62.0,6043918,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,"UEFA Champions League, Qualification",0,11,50.54,4.33,6043919,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,"UEFA Champions League, Qualification",1,2,51.08,72.0,6043920,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,"UEFA Europa League, Knockout stage",1,2,44.62,77.83,6043921,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,Serie B,1,3,72.58,99.33,6043922,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Bruno Petković,309306,Serie B,2,8,70.97,59.33,6043923,31,39,17,CRO,3,29,38,11,Dinamo Zagreb
Luka Ivanušec,822462,Super Cup,1,1,26.34,94.67,20610,1,1,18,CRO,3,25,21,2,Feyenoord
Marko Pjaca,190435,HNL,1,6,34.41,45.17,6061809,4,6,20,CRO,3,29,26,1,Rijeka
Marko Pjaca,190435,HNL,0,12,90.32,0.5,6042153,4,6,20,CRO,3,29,26,1,Rijeka
Marko Pjaca,190435,HNL,2,3,69.35,72.5,5620248,4,6,20,CRO,3,29,26,1,Rijeka
Marko Pjaca,190435,HNL,1,1,32.26,71.5,5620249,4,6,20,CRO,3,29,26,1,Rijeka
Marko Pjaca,190435,"UEFA Champions League, Qualification",1,7,55.38,48.17,6043872,4,6,20,CRO,3,29,26,1,Rijeka
Marko Pjaca,190435,"UEFA Champions League, Qualification",1,1,37.63,93.67,6043873,4,6,20,CRO,3,29,26,1,Rijeka
Domagoj Vida,51225,Super Kupa,1,3,73.12,97.83,29904,2,2,21,CRO,1,35,105,4,AEK Athens
Domagoj Vida,51225,"World Cup, Knockout stage",1,6,29.03,66.17,6050012,2,2,21,CRO,1,35,105,4,AEK Athens
Josip Juranović,791642,Bundesliga,2,3,66.67,80.0,6062678,6,8,22,CRO,1,28,37,0,Union Berlin
Josip Juranović,791642,Bundesliga,1,2,46.77,76.83,40537,6,8,22,CRO,1,28,37,0,Union Berlin
Josip Juranović,791642,"UEFA Champions League, Group F",2,1,30.65,68.33,21723,6,8,22,CRO,1,28,37,0,Union Berlin
Josip Juranović,791642,Premiership,1,3,68.28,94.67,808,6,8,22,CRO,1,28,37,0,Union Berlin
Josip Juranović,791642,Premiership,1,3,71.51,93.67,809,6,8,22,CRO,1,28,37,0,Union Berlin
Josip Juranović,791642,"UEFA Europa League, Group G",1,7,53.23,41.0,810,6,8,22,CRO,1,28,37,0,Union Berlin
Josip Juranović,791642,Premiership,1,3,70.97,87.33,811,6,8,22,CRO,1,28,37,0,Union Berlin
Josip Juranović,791642,"UEFA Europa League, Group G",1,1,31.18,67.33,812,6,8,22,CRO,1,28,37,0,Union Berlin
Luka Sučić,949156,"Bundesliga, Championship Round",1,3,71.51,97.83,6062679,3,4,25,CRO,2,21,7,0,Red Bull Salzburg
